,Link,Date,Headline,neg,neu,pos,compound
118,https://www.investing.com/news/stock-market-news/services-in-spotlight-after-apple-stock-market-value-hits-14-trillion-2069220,2020-01-28,Services in spotlight after Apple stock market value hits $1.4 trillion By Reuters,0.038,0.888,0.074,0.9699
119,https://www.investing.com/news/stock-market-news/stocks-crumble-as-china-virus-toll-mounts-safe-havens-in-favor-2068935,2020-01-28,Selling abates after virus causes worst day since October By Reuters,0.12,0.794,0.086,-0.9886
120,https://www.investing.com/news/technology-news/huawei-snatched-market-share-from-apple-local-rivals-in-china-in-2019-2069679,2020-01-28,"Huawei snatched market share from Apple, local rivals in China in 2019 By Reuters",0.056,0.862,0.082,0.9022
121,https://www.investing.com/news/stock-market-news/wall-street-recovers-from-monday-rout-on-tech-financial-support-2069319,2020-01-28,Wall Street rebounds as Apple surges ahead of earnings By Reuters,0.054,0.842,0.105,0.9747
122,https://www.investing.com/news/stock-market-news/stocks--sp-rebounds-strongly-as-tech-rallies-ahead-of-apple-earnings-2069688,2020-01-28,Stocks - S&P Rebounds Strongly as Tech Rallies Ahead of Apple Earnings By Investing.com,0.107,0.849,0.043,-0.9575
123,https://www.investing.com/news/technology-news/high-expectations-for-tesla-and-a-long-way-to-go-to-match-rivals-steady-profit-2069780,2020-01-28,"High expectations for Tesla, and a long way to go to match rivals' steady profit By Reuters",0.023,0.87,0.107,0.9933
124,https://www.investing.com/news/stock-market-news/stocks--dow-rebounds-as-apple-rallies-into-earnings-2069811,2020-01-28,Stocks - Dow Rebounds as Apple Rallies Into Earnings By Investing.com,0.067,0.841,0.092,0.8
125,https://www.investing.com/news/stock-market-news/apple-earnings-beat-in-q1-as-iphone-growth-returns-2069848,2020-01-28,Apple Earnings Beat in Q1 as iPhone Growth Returns By Investing.com,0.018,0.84,0.142,0.9951
126,https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-066-2069906,2020-01-28,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 0.66% By Investing.com,0.043,0.874,0.084,0.9313
127,https://www.investing.com/news/technology-news/apple-iphone-sales-return-to-growth-pushing-profits-above-expectations-2069907,2020-01-28,"Apple iPhone sales return to growth, pushing profits above expectations By Reuters",0.024,0.908,0.067,0.9863
128,https://www.investing.com/news/stock-market-news/day-ahead-top-3-things-to-watch-for-jan-29-2069975,2020-01-28,Day Ahead: Top 3 Things to Watch for Jan. 29 By Investing.com,0.037,0.856,0.108,0.9955
129,https://www.investing.com/news/technology-news/foxconn-says-plans-in-place-to-meet-production-obligations-after-virus-outbreak-2070046,2020-01-29,Foxconn says plans in place to meet production obligations after virus outbreak By Reuters,0.068,0.832,0.1,0.875
130,https://www.investing.com/news/stock-market-news/stocks--europe-to-see-limited-gains-ahead-of-fed-decision-2070132,2020-01-29,Stocks - Europe to See Limited Gains Ahead of Fed Decision By Investing.com,0.075,0.815,0.11,0.9808
131,https://www.investing.com/news/stock-market-news/bank-stocks-lift-european-shares-2070171,2020-01-29,Bank stocks lift European shares By Reuters,0.0,0.796,0.204,0.9568
132,https://www.investing.com/news/stock-market-news/apple-set-to-open-at-record-high-as-analysts-laud-blow-out-results-2070238,2020-01-29,Apple Set to Open at Record High as Analysts Laud ‘Blow Out’ Results By Bloomberg,0.035,0.819,0.146,0.995
133,https://www.investing.com/news/stock-market-news/tim-cook-says-apple-working-to-mitigate-impact-of-china-coronavirus-2070240,2020-01-29,Tim Cook Says Apple Working to Mitigate Impact of China Coronavirus By Bloomberg,0.035,0.913,0.052,0.8725
134,https://www.investing.com/news/economy/top-5-things-to-know-in-the-market-on-wednesday-29th-january-2070285,2020-01-29,"Top 5 Things to Know in the Market on Wednesday, 29th January By Investing.com",0.067,0.851,0.082,0.8037
135,https://www.investing.com/news/stock-market-news/hong-kong-stocks-pull-asian-shares-lower-but-futures-offer-hope-2070021,2020-01-29,"Buoyed by company earnings, world markets look past virus By Reuters",0.11,0.819,0.071,-0.984
136,https://www.investing.com/news/stock-market-news/stocks--ge-surges-apple-near-record-in-premarket-after-results-2070390,2020-01-29,"Stocks - GE Surges, Apple Near Record in Premarket After Results By Investing.com",0.096,0.84,0.064,-0.9846
137,https://www.investing.com/news/stock-market-news/stocks--wall-street-mixed-early-reflecting-inconsistent-earnings-2070634,2020-01-29,"Stocks - Wall Street Mixed Early, Reflecting Inconsistent Earnings By Investing.com",0.09,0.849,0.06,-0.9436
138,https://www.investing.com/news/commodities-news/gold-prices-drift-ahead-of-fed-chairman-powells-press-conference-2070734,2020-01-29,Gold Prices Drift Ahead of Fed Chairman Powell's Press Conference By Investing.com,0.091,0.86,0.048,-0.9629
139,https://www.investing.com/news/politics/its-beethoven-versus-the-fbomb-in-final-brexit-music-clash-2070744,2020-01-29,It’s Beethoven Versus the F-Bomb in Final Brexit Music Clash By Bloomberg,0.086,0.809,0.105,0.34
140,https://www.investing.com/news/stock-market-news/focus-at-goldmans-first-investor-day-will-be-on-its-consumer-bank-marcus-2070106,2020-01-29,Goldman Sachs sets growth targets but urges investor patience By Reuters,0.024,0.86,0.116,0.9949
141,https://www.investing.com/news/stock-market-news/apples-iphone-strength-is-back-and-analysts-say-it-is-here-to-stay-2070593,2020-01-29,Apple's iPhone strength is back and analysts say it is here to stay By Reuters,0.033,0.862,0.105,0.9759
142,https://www.investing.com/news/stock-market-news/apple-to-release-47inch-iphone-in-1h20--report-2070827,2020-01-29,Apple to Release 4.7-Inch iPhone in 1H20 - Report By Investing.com,0.08,0.862,0.057,-0.5423
143,https://www.investing.com/news/stock-market-news/stocks--sp-off-highs-on-wuhan-virus-jitters-apple-hits-record-high-2070837,2020-01-29,Stocks - S&P off Highs on Wuhan Virus Jitters; Apple Hits Record High By Investing.com,0.136,0.75,0.114,-0.9001
144,https://www.investing.com/news/forex-news/us-stocks-rise-after-fed-with-earnings-in-focus-markets-wrap-2070926,2020-01-29,U.S. Stocks Rise After Fed With Earnings in Focus: Markets Wrap By Bloomberg,0.0,0.917,0.083,0.9081
145,https://www.investing.com/news/stock-market-news/us-stocks-pare-gains-treasuries-rally-after-fed-markets-wrap-2070973,2020-01-29,"U.S. Stocks Pare Gains, Treasuries Rally After Fed: Markets Wrap By Bloomberg",0.012,0.917,0.071,0.8625
146,https://www.investing.com/news/stock-market-news/stocks--sp-slips-as-virus-fears-persist-fed-stands-pat-on-rates-2071010,2020-01-29,"Stocks - S&P Slips as Virus Fears Persist, Fed Stands Pat on Rates By Investing.com",0.045,0.88,0.075,0.8555
147,https://www.investing.com/news/stock-market-news/wall-st-off-early-highs-as-weak-earnings-coronavirus-concerns-weigh-2070448,2020-01-29,Stocks lose steam in wake of Fed statement By Reuters,0.077,0.841,0.081,0.7198
148,https://www.investing.com/news/stock-market-news/us-stocks-mixed-at-close-of-trade-dow-jones-industrial-average-up-004-2071121,2020-01-29,U.S. stocks mixed at close of trade; Dow Jones Industrial Average up 0.04% By Investing.com,0.065,0.86,0.075,0.4404
149,https://www.investing.com/news/economy/coronavirus-outbreak-poses-risk-to-us-feds-economic-outlook-2071161,2020-01-29,Coronavirus outbreak poses risk to U.S. Fed's economic outlook By Reuters,0.083,0.84,0.076,-0.6382
150,https://www.investing.com/news/stock-market-news/caltech-wins-11-billion-jury-verdict-in-patent-case-against-apple-broadcom-source-2071177,2020-01-30,"CalTech wins $1.1 billion jury verdict in patent case against Apple, Broadcom By Reuters",0.007,0.861,0.133,0.982
151,https://www.investing.com/news/stock-market-news/facebook-just-beats-estimates-for-daily-active-users-costs-rise-2071045,2020-01-30,"Facebook warns revenue growth slowing, costs remain high By Reuters",0.045,0.875,0.08,0.9452
152,https://www.investing.com/news/stock-market-news/tesla-sees-delays-apple-mcdonalds-close-stores-virus-impact-2071316,2020-01-30,"Tesla Sees Delays; Apple, McDonald’s Close Stores: Virus Impact By Bloomberg",0.126,0.837,0.037,-0.9601
153,https://www.investing.com/news/technology-news/samsung-electronics-fourthquarter-operating-profit-falls-34-dogged-by-chip-market-downturn-2071194,2020-01-30,"After meager 2019, Samsung's modest chip recovery outlook falls flat By Reuters",0.082,0.778,0.139,0.9941
154,https://www.investing.com/news/economy/comic-coronavirus-fears-slam-stocks-again-overshadowing-strong-earnings-2071499,2020-01-30,"Comic: Coronavirus Fears Slam Stocks (Again), Overshadowing Strong Earnings By Investing.com",0.03,0.846,0.124,0.9749
155,https://www.investing.com/news/technology-news/eu-lawmakers-with-eye-on-apple-call-for-common-mobile-charger-2071739,2020-01-30,"EU lawmakers, with eye on Apple, call for common mobile charger By Reuters",0.056,0.883,0.061,-0.09
156,https://www.investing.com/news/technology-news/indian-smartphone-makers-fear-supply-disruptions-due-to-china-virus-2071853,2020-01-30,Indian smartphone makers fear supply disruptions due to China virus By Reuters,0.082,0.859,0.059,-0.8844
157,https://www.investing.com/news/stock-market-news/verizon-adds-morethanexpected-phone-subscribers-in-fourth-quarter-2071595,2020-01-30,Verizon shares down on profit miss even as wireless customers added By Reuters,0.051,0.86,0.089,0.9347
158,https://www.investing.com/news/general/stocks-end-mixed-after-fed-holds-rates-steady-2072000,2020-01-30,Stocks end mixed after Fed holds rates steady By Reuters,0.039,0.75,0.211,0.9893
159,https://www.investing.com/news/technology-news/apple-redesigns-mapping-app-for-us-users-2072189,2020-01-30,Apple redesigns mapping app for U.S. users By Reuters,0.0,0.927,0.073,0.7425
160,https://www.investing.com/news/technology-news/sk-hynix-fourthquarter-profit-tumbles-95-hit-by-prolonged-chip-downturn-2072436,2020-01-30,"SK Hynix fourth-quarter profit tumbles 95%, hit by prolonged chip downturn By Reuters",0.058,0.747,0.195,0.9423
161,https://www.investing.com/news/technology-news/apple-supplier-lg-display-posts-fourth-quarterly-loss-in-a-row-2072435,2020-01-31,Apple supplier LG Display posts smaller-than-expected loss on higher OLED sales By Reuters,0.092,0.818,0.09,0.296
162,https://www.investing.com/news/stock-market-news/amazon-beats-holidayquarter-sales-estimates-shares-up-10-2072269,2020-01-31,"Amazon holiday sales jump as one-day shipping pays dividends, stock up 13% By Reuters",0.024,0.83,0.147,0.9985
163,https://www.investing.com/news/stock-market-news/asia-stocks-rise-easing-the-worst-week-since-may-markets-wrap-2072598,2020-01-31,"Asia Stocks Rise, Easing the Worst Week Since May: Markets Wrap By Bloomberg",0.094,0.852,0.054,-0.9136
164,https://www.investing.com/news/stock-market-news/stocks--amazon-cracks-1-trln-in-premarket-ibm-surges-exxon-falls-2072934,2020-01-31,"Stocks - Amazon Cracks $1 Trln in Premarket; IBM Surges, Exxon Falls By Investing.com",0.05,0.877,0.073,0.1027
165,https://www.investing.com/news/stock-market-news/amazon-roars-back-into-1-trillion-club-powered-by-oneday-delivery-boost-2073064,2020-01-31,"Amazon roars back into $1 trillion club, powered by one-day delivery boost By Reuters",0.031,0.848,0.121,0.9723
166,https://www.investing.com/news/stock-market-news/swiping-their-way-higher-visa-mastercard-could-be-the-next-1-trillion-companies-2072612,2020-01-31,"Swiping their way higher: Visa, Mastercard could be the next $1 trillion companies By Reuters",0.011,0.857,0.132,0.9976
167,https://www.investing.com/news/stock-market-news/apple-stock-falls-4-2073296,2020-01-31,Apple Stock Falls 4% By Investing.com,0.0,0.953,0.047,0.296
168,https://www.investing.com/news/stock-market-news/us-stocks-lower-at-close-of-trade-dow-jones-industrial-average-down-209-2073521,2020-01-31,U.S. stocks lower at close of trade; Dow Jones Industrial Average down 2.09% By Investing.com,0.09,0.86,0.05,-0.959
169,https://www.investing.com/news/commodities-news/future-usuk-trade-deal-needs-labor-climate-protections-enforcement-us-lawmaker-2073373,2020-02-01,"U.S.-UK trade deal needs labor, climate protections, enforcement: U.S. lawmaker By Reuters",0.073,0.768,0.159,0.9903
170,https://www.investing.com/news/world-news/china-reports-46-new-coronavirus-deaths-total-at-259-2073604,2020-02-01,"Death toll from China virus rises to 259, border curbs disrupt more flights By Reuters",0.042,0.908,0.05,0.6639
171,https://www.investing.com/news/economy/the-coronavirus-is-infecting-the-global-economy-heres-how-2073672,2020-02-01,The Coronavirus Is Infecting the Global Economy. Here’s How. By Bloomberg,0.064,0.882,0.054,-0.9403
172,https://www.investing.com/news/stock-market-news/worldlines-87-billion-ingenico-deal-to-create-european-payments-leader-2074205,2020-02-03,Worldline's $8.7 billion Ingenico deal to create European payments leader By Reuters,0.01,0.874,0.116,0.995
173,https://www.investing.com/news/stock-market-news/stocks--us-futures-point-to-wall-street-recovery-alphabet-eyed-2074254,2020-02-03,Stocks - US Futures Point to Wall Street Recovery; Alphabet Eyed By Investing.com,0.117,0.842,0.041,-0.9922
174,https://www.investing.com/news/stock-market-news/stocks--apple-falls-in-premarket--drug-reports-lift-gilead-abbvie-2074330,2020-02-03,"Stocks - Apple Falls in Premarket;  Drug Reports Lift Gilead, AbbVie By Investing.com",0.0,0.887,0.113,0.3182
175,https://www.investing.com/news/technology-news/apple-supplier-wistron-to-assemble-key-iphone-component-in-new-india-plant-sources-2074063,2020-02-03,Apple supplier Wistron to assemble key iPhone component in new India plant: sources By Reuters,0.035,0.914,0.052,0.7115
176,https://www.investing.com/news/stock-market-news/stock--wall-street-rebounds-helped-by-ism--nike-leaps-on-upgrades-2074491,2020-02-03,"Stock - Wall Street Rebounds, Helped by ISM ; Nike Leaps on Upgrades By Investing.com",0.053,0.9,0.047,-0.4582
177,https://www.investing.com/news/stock-market-news/day-ahead-top-3-things-to-watch-feb-4-2074963,2020-02-03,Day Ahead: Top 3 Things to Watch Feb. 4 By Investing.com,0.06,0.886,0.054,-0.3825
178,https://www.investing.com/news/technology-news/justice-department-meeting-state-ag-offices-tuesday-to-discuss-google-sources-2074799,2020-02-03,Justice Department meeting state AG offices Tuesday to discuss Google: sources By Reuters,0.068,0.855,0.077,0.25
179,https://www.investing.com/news/stock-market-news/china-counts-economic-cost-of-virus-as-row-deepens-over-travel-ban-2074006,2020-02-04,China to allow in U.S. health experts as virus shows no sign of slowing By Reuters,0.085,0.854,0.062,-0.9789
180,https://www.investing.com/news/technology-news/alphabet-records-slowest-fourthquarter-revenue-growth-in-five-years-2074831,2020-02-04,"Alphabet shares fall as Google misses on sales, YouTube revenue disappoints By Reuters",0.036,0.869,0.095,0.9942
181,https://www.investing.com/news/technology-news/sony-thirdquarter-profit-falls-20-still-beats-estimates-and-raises-outlook-2075111,2020-02-04,"Sony raises outlook on strong sensor demand, warns of virus risks on supply chain By Reuters",0.042,0.795,0.163,0.995
182,https://www.investing.com/news/general/hyundai-to-suspend-production-in-south-korea-2075190,2020-02-04,Hyundai to suspend production in South Korea By Reuters,0.115,0.876,0.009,-0.9617
183,https://www.investing.com/news/general/phone-camera-wars-help-sony-beat-forecasts-2075212,2020-02-04,Phone camera wars help Sony beat forecasts By Reuters,0.0,0.785,0.215,0.9821
184,https://www.investing.com/news/stock-market-news/exclusive-outbreak-to-hit-iphone-output-if-china-extends-foxconn-factory-halt--source-2074481,2020-02-04,Exclusive: Outbreak to hit iPhone output if China extends Foxconn factory halt - source By Reuters,0.052,0.922,0.026,-0.9287
185,https://www.investing.com/news/technology-news/justice-departments-delrahim-recused-from-google-antitrust-review-2075495,2020-02-04,Justice Department's Delrahim recused from Google antitrust review By Reuters,0.031,0.9,0.069,0.6705
186,https://www.investing.com/news/technology-news/google-mum-on-hardware-as-it-divulges-revenue-for-other-two-big-bets-2075851,2020-02-04,Google mum on hardware as it divulges revenue for other two big bets By Reuters,0.02,0.881,0.098,0.9924
187,https://www.investing.com/news/general/app-makers-get-caught-up-in-apple-antitrust-probe-2075945,2020-02-04,App makers get caught up in Apple antitrust probe By Reuters,0.013,0.917,0.071,0.8741
188,https://www.investing.com/news/technology-news/exclusive-iphone-app-makers-questioned-in-us-antitrust-probe-of-apple--sources-2075670,2020-02-04,Exclusive: iPhone app makers questioned in U.S. antitrust probe of Apple - sources By Reuters,0.052,0.88,0.068,0.9148
189,https://www.investing.com/news/stock-market-news/us-stocks-higher-at-close-of-trade-dow-jones-industrial-average-up-144-2076073,2020-02-04,U.S. stocks higher at close of trade; Dow Jones Industrial Average up 1.44% By Investing.com,0.046,0.898,0.055,0.1027
190,https://www.investing.com/news/world-news/deaths-near-500-cases-spread-in-japan-singapore-virus-update-2076236,2020-02-05,"Deaths Near 500; Cases Spread in Japan, Singapore: Virus Update By Bloomberg",0.044,0.908,0.047,0.2103
